list_id,product_type,brand,model,condition,warranty,color,origin
132845059,Giày dép,,,1.0,,,
132845073,Giày dép,,,1.0,,,
132845075,Quần áo,,,1.0,,,
132845149,Quần áo,,,1.0,,,
132845175,Quần áo,,,1.0,,,
132845259,Quần áo,,,1.0,,,
132845260,Quần áo,,,2.0,,,
132845354,Quần áo,,,1.0,,,
132845419,Đồng hồ,,,1.0,,,
132845455,Quần áo,,,2.0,,,
132845468,Phụ kiện thời trang khác,,,2.0,,,
132845476,Đồng hồ,,,1.0,,,
132845513,Quần áo,,,2.0,,,
132845545,Đồng hồ,,,1.0,,,
132845549,Túi xách,,,2.0,,,
132845587,Quần áo,,,1.0,,,
132845601,Đồng hồ,,,1.0,,,
132845613,Giày dép,,,2.0,,,
132845632,Giày dép,,,2.0,,,
132845653,Giày dép,,,1.0,,,
132845658,Giày dép,,,1.0,,,
132845676,Đồng hồ,,,1.0,,,
132845738,Quần áo,,,1.0,,,
132845740,Phụ kiện thời trang khác,,,1.0,,,
132845800,Giày dép,,,2.0,,,
132845835,Giày dép,,,1.0,,,
132845865,Giày dép,,,2.0,,,
132845892,Giày dép,,,1.0,,,
132845910,Giày dép,,,1.0,,,
132845930,Giày dép,,,1.0,,,
132846046,Quần áo,,,2.0,,,
132846096,Đồng hồ,,,1.0,,,
132846104,Giày dép,,,1.0,,,
132846148,Giày dép,,,1.0,,,
132846205,Giày dép,,,1.0,,,
132846252,Đồng hồ,,,1.0,,,
132846367,Phụ kiện thời trang khác,,,2.0,,,
132846394,Đồng hồ,,,1.0,,,
132846594,Nước hoa,,,1.0,,,
132846644,Giày dép,,,2.0,,,
132846653,Nước hoa,,,1.0,,,
132846670,Đồng hồ,,,1.0,,,
132846683,Giày dép,,,1.0,,,
132846690,Nước hoa,,,1.0,,,
132846738,Đồng hồ,,,2.0,,,
132846774,Phụ kiện thời trang khác,,,1.0,,,
132846776,Quần áo,,,1.0,,,
132846795,Phụ kiện thời trang khác,,,1.0,,,
132846831,Phụ kiện thời trang khác,,,1.0,,,
132505918,Mẹ và bé,,,1.0,,,
132555131,Mẹ và bé,,,1.0,,,
132613370,Mẹ và bé,,,1.0,,,
132712180,Mẹ và bé,,,1.0,,,
132754252,Mẹ và bé,,,1.0,,,
132779949,Mẹ và bé,,,1.0,,,
132788262,Mẹ và bé,,,1.0,,,
132789526,Mẹ và bé,,,1.0,,,
132790119,Mẹ và bé,,,1.0,,,
132790537,Mẹ và bé,,,1.0,,,
132790548,Mẹ và bé,,,1.0,,,
132791303,Mẹ và bé,,,1.0,,,
132791370,Mẹ và bé,,,1.0,,,
132795477,Mẹ và bé,,,1.0,,,
132795530,Mẹ và bé,,,1.0,,,
132796231,Mẹ và bé,,,1.0,,,
132796491,Mẹ và bé,,,1.0,,,
132799680,Mẹ và bé,,,1.0,,,
132800339,Mẹ và bé,,,1.0,,,
132802730,Mẹ và bé,,,2.0,,,
132802823,Mẹ và bé,,,2.0,,,
132804942,Mẹ và bé,,,1.0,,,
132805060,Mẹ và bé,,,1.0,,,
132805489,Mẹ và bé,,,1.0,,,
132806934,Mẹ và bé,,,1.0,,,
132808019,Mẹ và bé,,,1.0,,,
132808811,Mẹ và bé,,,1.0,,,
132810155,Mẹ và bé,,,2.0,,,
132812188,Mẹ và bé,,,2.0,,,
132812581,Mẹ và bé,,,1.0,,,
132816031,Mẹ và bé,,,2.0,,,
132819772,Mẹ và bé,,,2.0,,,
132819844,Mẹ và bé,,,1.0,,,
132819943,Mẹ và bé,,,1.0,,,
132819975,Mẹ và bé,,,1.0,,,
132821157,Mẹ và bé,,,1.0,,,
132822679,Mẹ và bé,,,1.0,,,
132823163,Mẹ và bé,,,1.0,,,
132823831,Mẹ và bé,,,1.0,,,
132824292,Mẹ và bé,,,1.0,,,
132825744,Mẹ và bé,,,1.0,,,
132825780,Mẹ và bé,,,2.0,,,
132827614,Mẹ và bé,,,1.0,,,
132828005,Mẹ và bé,,,1.0,,,
132828709,Mẹ và bé,,,1.0,,,
132830586,Mẹ và bé,,,2.0,,,
132830597,Mẹ và bé,,,1.0,,,
132830870,Mẹ và bé,,,1.0,,,
132833653,Mẹ và bé,,,1.0,,,
132835962,Mẹ và bé,,,2.0,,,
132837215,Mẹ và bé,,,1.0,,,
132841885,Mẹ và bé,,,1.0,,,
132844129,Mẹ và bé,,,2.0,,,
132844224,Mẹ và bé,,,1.0,,,
132844246,Mẹ và bé,,,2.0,,,
132844257,Mẹ và bé,,,1.0,,,
132844327,Mẹ và bé,,,1.0,,,
132844411,Mẹ và bé,,,1.0,,,
132844725,Mẹ và bé,,,1.0,,,
132846677,Mẹ và bé,,,1.0,,,
132527956,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132527960,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132527974,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132541681,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132543416,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132543974,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132550480,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132554577,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132556835,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132558643,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132562686,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132568726,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132579823,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132600082,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132611542,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132613023,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132614087,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132623055,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132630941,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132631042,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132631108,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132639015,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132646220,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132656017,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132678424,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132687570,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132689295,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132690535,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132694850,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132701546,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132715032,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132715353,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132721694,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132738733,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132750972,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132751120,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132753472,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132773565,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132778722,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132778747,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132778829,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132778876,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132779921,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132788886,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132789579,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132795217,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132796922,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132802104,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132803304,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132809513,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132812894,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132813065,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132830958,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132835419,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132836424,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132838493,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132841483,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132841524,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132842306,"Đồ ăn, thực phẩm và các loại khác",,,,,,
132843721,"Đồ ăn, thực phẩm và các loại khác",,,,,,
