ad_id,list_id,title,price,area,district,ward,city,property_type,rooms,date,body,price_per_m2,price_billion,area_group,price_group
176062097,132370965,"Cho thuê nhà Ngọc Thuỵ, nhà mới,40m, 5 tầng, full nội thất ,ô tô đỗ",10500000,45.0,Quận Long Biên,Phường Ngọc Thụy,Hà Nội,Nhà ở,3.0,1 giờ trước,"Cho thuê nguyên căn Ngọc Thụy- 5 tầng 3 ngủ khép kín- 40m2- 10.5 tr/thg
📌 Vị trí: gần trường học, chợ, khu vực yên tĩnh, dân trí cao
​🏠 Thiết kế: 40m2 xây 5 tầng
- Tầng 1: phòng khách+ bếp 
- Tầng 2,3,4: mỗi tầng 1 ngủ khép kín.
- Tầng 5: sân phơi.
​✅ Nội thất: điều hoà,nóng lạnh, giường, tủ quần áo, máy giặt,....
​💰 Giá thuê: 10.5tr/thg.
LH ngay để xem nhà trực tiếp!",233333.33333333334,0.0105,small,under_1b
176062611,132371353,17 TỶ – CHỐT NGAY HỘ KHẨU VIP TRUNG TÂM THÁI HÀ- thang máy,17000000000,40.0,Quận Đống Đa,Phường Trung Liệt,Hà Nội,Nhà ở,4.0,35 phút trước,"ĐỪNG XUỐNG TIỀN Ở ĐỐNG ĐA NẾU CHƯA XEM CĂN THÁI HÀ NÀY!

💥 17 TỶ – CHỐT NGAY HỘ KHẨU VIP TRUNG TÂM THÁI HÀ
✔ Nhà mới tinh 6 tầng, có thang máy xịn
✔ Mặt tiền 4.5m – hiếm trong phân khúc
✔ Công năng chuẩn chỉnh: 4 phòng ngủ rộng rãi

🚗 Ngõ thông – ô tô chạy vòng quanh, kinh doanh hay làm văn phòng đều đỉnh
📈 Khu vực giữ giá – thanh khoản cực nhanh

💎 Điểm khác biệt:
👉 Căn *** khu Thái Hà có thang máy giá dưới 17 tỷ hiện tại

⏳ Cơ hội không đến lần 2 – căn này chỉ chờ người quyết nhanh trong 48H

📞 Gọi ngay: *** (Phượng Đất)
Xem nhà thực tế – cảm nhận là chốt!",425000000.0,17.0,small,over_10b
174495443,131033625,"CCMN FULL ĐỒ BAN CÔNG – QUANG TIẾN – VINSMART CITY (TÂY MỖ, NAM TỪ",4000000,25.0,Quận Nam Từ Liêm,Phường Tây Mỗ,Hà Nội,Căn hộ/Chung cư,1.0,2 giờ trước,"📍 Địa chỉ: Ngõ 117 Quang Tiến
📌 Gần khu vực: Vinhomes Smart City – Đại lộ Thăng Long – Lê Trọng Tấn – Thiên Đường Bảo Sơn
🎓 Gần trường: ĐH Công Nghiệp Hà Nội – ĐH Thương Mại – Học viện Tài Chính – ĐH Quốc Gia (khu vực Cầu Giấy)

⏰ Phòng trống – vào ở luôn 

🏠 Loại phòng: Studio (mỗi sàn 5 phòng)
🌤 100% phòng có ban công + dây phơi riêng tại phòng
🛋 Nội thất: full nội thất – máy giặt riêng
🎟 Hỗ trợ làm thẻ cư dân Vinhomes Smart City – dùng full tiện ích:
🌿 Vào Vườn Nhật
🏊 Sử dụng tất cả bể bơi trong khu đô thị
🏀 Sân thể thao (tennis, bóng chuyền, bóng rổ,…) và các tiện ích khác
💡 Dịch vụ:
⚡ Điện 4.2k/số | 💧 Nước 35k/khối | 🌐 Mạng 100k/phòng | 🧹 Phí dịch vụ 200k/người | 🛵 Free 1 xe máy/người (tầng hầm)
📌 Lưu ý:
🚫 Không để xe điện",160000.0,0.004,very_small,under_1b
175920177,132248734,CHO THUÊ MẶT BẰNG KINH DOANH,115500000,200.0,Quận Cầu Giấy,Phường Yên Hoà,Hà Nội,"Văn phòng, Mặt bằng kinh doanh",3.0,2 giờ trước,"📢 Siêu Thị C-Market cho thuê mặt bằng kinh doanh ✨️✨️✨️
👉 Vị trí ngay tầng 1 tòa chung cư , có chỗ đậu xe ngay trước cửa rất thuận tiện
👉 Trang thiết bị đồ dùng đầy đủ vào có thể sử dụng ngay
👉 Có thể chế biến các món Việt,Trung ,Hàn Quốc
👉 Có thể làm đồ uống lạnh, gà rán, hamberger
👉 Nấu bữa sáng, trưa ,tối đều được
👉 Các món lẩu , đồ nướng vẫn ok
👉 Giá cả có thể thương lượng lúc gặp trực tiếp
Quan tâm mời liên hệ : ***",577500.0,0.1155,large,under_1b
175761640,132113055,"E là chính chủ bán 650m đất 3 mặt tiền, đg ôtô tránh tại Chương Mỹ-HN",3980000000,650.0,Huyện Chương Mỹ,Xã Trần Phú,Hà Nội,Đất,3.0,1 giờ trước,"Dt 11,5 x 16 x 48m. Tổng thực tế 650m, sổ 489m, sổ đỏ ngày xưa cha ông để lại. đã từng cắm ngân hàng nên pháp lý uy tín ạ
Phù hợp xây nghỉ dưỡng, không khí vô cùng trong lành mà vẫn đầy đủ tiện nghi, tặng bản thiết kế full luôn ạ.
Cách Văn Quán Hà Đông 20km",6123076.923076923,3.98,very_large,3_5b
175766298,132117023,Cho thuê nhà ở Thành Công (ưu tiên hộ gia đình).,7000000,50.0,Quận Ba Đình,Phường Thành Công,Hà Nội,Nhà ở,1.0,2 giờ trước,"Dự án: 
Thông tin chi tiết: Nơi ở 
+ Gần trường mầm non, cấp 1, cấp 2, chợ
+Gần bệnh viện
+Có chỗ để ô tô,xe máy ở xung quanh
+Có thể xem nhà bất cứ lúc nào
-Liên hệ chính chủ không qua môi giới
Sdt:***",140000.0,0.007,small,under_1b
174482416,131022369,"CC cần bán đất Đa Tốn -Gia Lâm ô tô vào tận đất, giá nhỉnh 3tỷ xíu",3600000000,45.0,Huyện Gia Lâm,Xã Đa Tốn,Hà Nội,Đất,3.0,33 phút trước,"Dự án: 
Thông tin chi tiết: ♦️♦️ Đa Tốn - Gia Lâm - Hà Nội 

+ Diện Tích 45M - MT 5m = HẬU 

+ Đường ô tô 7 chỗ đỗ trước đất, trải nhựa

+ Vị trí vàng: Nằm giữa 2 đại đô thị lớn nhất là Ecopark và Vinhomes Ocean Park cách chỉ 300m

+ Bán kính 300m trường học các cấp, chợ Bún, UBND, giáp quốc lộ 5B tiện di chuyển các tỉnh 

+ Giá: 3.600 tỷ ( có bớt) 

+ Sổ đỏ cất két, giao dịch trong ngày",80000000.0,3.6,small,3_5b
176061791,132370723,nhà 4 tầng .Dân xây - Mặt phố - kinh doanh - vỉa hè - ô tô tránh,12850000000,50.0,Huyện Gia Lâm,Thị trấn Trâu Quỳ,Hà Nội,Nhà ở,3.0,2 giờ trước,"50m - 4 tầng - Nhà Đẹp - Dân xây - Mặt phố trục chính - kinh doanh - vỉa hè - ô tô tránh - Vị trí ""Vàng"" của Gia Lâm: 
- Tọa lạc tại mặt phố An Đào A, căn nhà nằm tai vị trí trung tâm Trâu Quỳ, 2 phút vào Học viện Nông nghiệp, 3 phút vào Vin Ocean Park. Đây là khu vực ""Kinh đô ánh sáng"" với mật độ dân cư và sinh viên đông đúc, đảm bảo dòng tiền kinh doanh ổn định 24/7.
- Sẵn nhà dân xây 4 tầng cực đẹp và chắc chắn, 3 tầng trên ở, 1 tầng trệt đang cho thuê kinh doanh. Khu vực rất lâu mới có nhà bán , nhanh tay sở hữu .",257000000.0,12.85,small,over_10b
176062773,132371492,MẶT NGÕ ĐỐNG ĐA – MT 8M HIẾM – Ô TÔ VÀO NHÀ – KINH DOANH ĐỈNH,16900000000,39.0,Quận Đống Đa,Phường Quang Trung,Hà Nội,Nhà ở,4.0,17 phút trước,"MẶT NGÕ ĐỐNG ĐA – MT 8M HIẾM – Ô TÔ VÀO NHÀ – KINH DOANH ĐỈNH 🔥
💥 HÀNG HIẾM KHÓ TÌM – 2 THOÁNG – GIÁ TRỊ TĂNG MẠNH TƯƠNG LAI
💥 TRUNG TÂM KẾT NỐI: XÃ ĐÀN – PHẠM NGỌC THẠCH – ĐẶNG VĂN NGỮ – HỒ ĐẮC DI
📍 Diện tích: 40m²
📍 Mặt tiền: 4m (cực hiếm trong tầm giá)
📍 Giá chào: 16.9 tỷ
✅ Mặt ngõ kinh doanh sầm uất – ô tô vào nhà, dừng đỗ thoải mái
✅ Vị trí trung tâm quận Đống Đa – kết nối giao thông cực thuận tiện
✅ Nhà tự xây 6t ầng, khung cột chắc chắn – vừa ở vừa kinh doanh tốt
✅ Phù hợp: văn phòng, shop online, spa,  cho thuê dòng tiền
✅ Sổ đỏ chính chủ – giao dịch nhanh
📞 Liên hệ xem nhà: *** ",433333333.3333333,16.9,small,over_10b
175883352,132217124,HIẾM – NHÀ MỚI THÁI THỊNH 6 TẦNG – Ở NGAY CHỈ 9.5 TỶ,9500000000,31.5,Quận Đống Đa,Phường Thịnh Quang,Hà Nội,Nhà ở,4.0,30 phút trước,"🔥 HIẾM – NHÀ MỚI THÁI THỊNH 6 TẦNG – TRUNG TÂM ĐỐNG ĐA – 9.5 TỶ 🔥

Bạn đang tìm một căn nhà vừa hiện đại, vừa giữ được “chất sống phố cũ” giữa lòng Hà Nội? Đây chính là lựa chọn đáng cân nhắc.

📍 Ngõ 97/167 Thái Thịnh – vị trí lõi quận Đống Đa, khu dân trí cao, an ninh tốt.

Điểm đặc biệt của căn nhà không chỉ nằm ở thiết kế mới, mà còn ở trải nghiệm sống. Giữa lúc Hà Nội thay đổi từng ngày bởi các tuyến đường và dự án lớn, nơi đây vẫn giữ được nhịp sống quen thuộc: sáng ra chợ gần nhà, chiều cafe vỉa hè, tối tụ tập vài xiên nướng, cốc bia nhẹ cùng bạn bè. Một không gian sống vừa tiện nghi, vừa gần gũi.

🏡 Nhà xây mới 6 tầng kiên cố, diện tích 31.5m², thiết kế tối ưu:
• 4 phòng ngủ khép kín, riêng tư
• Đầy đủ phòng khách, bếp, phòng thờ, sân phơi
• Nội thất hoàn thiện cao cấp, dọn vào ở ngay

💰 Giá: 9.5 tỷ – sổ đỏ chính chủ
🤝 Hoa hồng 3% cho môi giới

📍 Tiện ích xung quanh cực kỳ thuận tiện:
• 20m ra chợ Thái Thịnh
• Gần ga tàu điện trên cao
• Chỉ vài phút tới Royal City, hồ Hoàng Cầu
• Bao quanh là các trường đại học lớn và bệnh viện tuyến đầu

🎯 Phù hợp để ở lâu dài, cho thuê hoặc giữ tài sản trung tâm – khu vực luôn có giá trị cao và thanh khoản tốt.

📞 Liên hệ: *** (Chính chủ) – xem nhà thực tế, cảm nhận rõ giá trị!",301587301.5873016,9.5,small,5_10b
176061958,132370854,"cho thuê văn phòng phố Xã Đàn 2,Đống Đa,hà nội,dtsd 55m2,thông sàn,",8500000,55.0,Quận Đống Đa,Phường Trung Phụng,Hà Nội,"Văn phòng, Mặt bằng kinh doanh",3.0,1 giờ trước,"cho thuê văn phòng phố Xã Đàn 2,Đống Đa,hà nội,dtsd 55m2,thông sàn,giá 8,5tr/tháng 
-Tòa nhà dt 100m x 9 tầng, có thang máy, có hầm để xe , đèn điện điều hòa âm trần, trần thạch cao, cửa kính, bảo vệ 24/24, pccc, thiết bị chiếu sáng đầy đủ, vệ sinh khép kín ,
-còn trống tầng 5,view ngoài ,diện tích 55m2/sàn,thông sàn,giá 8,5tr/tháng (chưa vat và bao phí dịch vụ) 
-Đường  ô tô đỗ cửa ,Khu vực yên tĩnh, an ninh tốt thuận tiện lam văn phong, công nghệ, du lịch, 
-miễn phí dịch vụ: điện hành lang, bảo trì thang máy, bảo vệ , trông xe
-giờ làm việc  8h – 22h tối hằng ngày kể cả chủ nhật 
-được treo biển công ty 
-miễn phí làm thêm giờ 
",154545.45454545456,0.0085,small,under_1b
176061946,132370855,"CHo thuê nhà Nguyễn Văn Linh, 50m, ô tô đỗ cửa, full đồ, 4,5tr/tháng",4500000,50.0,Quận Long Biên,Phường Thạch Bàn,Hà Nội,Nhà ở,2.0,1 giờ trước,"CHO THUÊ NHÀ NGUYEN CĂN PHỐ NGUYỄN VĂN LINH - THẠCH BÀN - Ô TÔ LÙI CỬA - NỘI THẤT CƠ BẢN - Ở HỘ GIA ĐÌNH - GẦN CHỢ ĐỒNG DINH!
+ Vị trí: gần chợ Đồng Dinh, ô tô lùi cửa. 
+ Tổng DT 50m2, có gác xép
+ Nội thất: điều hoà, nóng lạnh, giường, tủ...
+ Điện nước giá dân
+ Giá 4.5 triệu /tháng . Hình thức thanh toán: cọc 1 đóng 3. HĐ trên 1 năm. 
LH ngay để xem nhà trực tiếp!",90000.0,0.0045,small,under_1b
176060616,132369705,"Cho thuê nhà Phố Trạm, Long Biên, 43m x5 tầng, full đồ,ở ngay, ô tô đỗ",11000000,43.0,Quận Long Biên,Phường Long Biên,Hà Nội,Nhà ở,3.0,3 giờ trước,"
🌹CHO THUÊ NHÀ NGUYÊN CĂN PHỐ TRẠM - LONG BIÊN - Ô TÔ ĐỖ CỬA - LÀM VĂN PHÒNG , Ở HỘ GIA ĐÌNH - 3PN - NỘI THẤT CƠ BẢN - 200M ĐẾN AEON MALL LONG BIÊN !
+ Diện tích 43m, Nhà 5 tầng: 
Tầng 1 : PK, bếp, WC
Tầng 2,3,4: mỗi tầng 1PN, WC 
Tầng 5: Phòng thờ , sân phơi. 
+ Nội thất : 2 điều hoà, 3 nóng lạnh, 2 bộ giường tủ, sofa, bếp từ, tủ bếp. 
+ Đóng 3 cọc 1 . HĐ trên 1 năm. 
+ Nhận nhà ngay.
LH: *** để xem nhà trực tiếp ",255813.9534883721,0.011,small,under_1b
175968673,132290556,Cho thuê 1 khách 1 ngủ,5700000,42.0,Quận Nam Từ Liêm,Phường Đại Mỗ,Hà Nội,Phòng trọ,3.0,2 giờ trước,"Cho thuê phòng 1 khách 1 ngủ
Diện tích 42m. Nhà vừa hoàn thiện mới 100%
Mỗi tầng chỉ có 1 phòng. Có thang máy. Yên tĩnh
Free nửa tháng tiền nhà nếu ở tháng 5
Truyền hình fpt miễn phí
Camera, cửa vân tay an toàn, không chung chủ.
Phù hợp với hộ gia đình hoặc nhóm bạn từ 2-3 người, người bán hàng online.
Cách chợ dân sinh 100m. Gần trường học, siêu thị tạp hoá.
Gần các trục đường Tố Hữu, Trung Văn, Đại Lộ Thăng Long
Nhà trong ngách 40/12 phố Ngọc Trục, Đại Mỗ
Giá 5tr7
Liên hệ xem phòng: ***
Zalo: ***",135714.2857142857,0.0057,small,under_1b
176061211,132370221,"BÁN NHÀ TỨ HIỆP, THANH TRÌ, 40M x 4 TẦNG, 2 THOÁNG, HƠN 6 TỶ",6600000000,40.0,Huyện Thanh Trì,Xã Tứ Hiệp,Hà Nội,Nhà ở,4.0,2 giờ trước,"🔥 BÁN NHÀ TỨ HIỆP, THANH TRÌ – NHÀ MỚI ĐẸP – 2 THOÁNG VĨNH VIỄN – GẦN Ô TÔ 🔥

🏡 Căn nhà cực phù hợp cho gia đình mua ở lâu dài tại trung tâm Tứ Hiệp – khu vực dân cư đông đúc, an sinh tốt, tiện ích đầy đủ.

📍 Vị trí đẹp khu Tứ Hiệp,  gần ô tô, gần sân vui chơi, trường cấp 1, cấp 2 Tứ Hiệp, chợ dân sinh và trung tâm hành chính Thanh Trì.

✨ Nhà mới đẹp, nội thất chỉn chu, khách mua về ở luôn
✨ Hai thoáng vĩnh viễn, phòng nào cũng sáng và thoáng
✨ Ngõ thông, Khu dân trí cao, yên tĩnh, ở cực thích

🏠 Thiết kế công năng đầy đủ:

Tầng 1: Phòng khách rộng + bếp + WC
Tầng 2,3: Mỗi tầng 2 phòng ngủ + WC riêng
Tầng 4: Phòng thờ + sân vườn + sân phơi rộng thoáng

💎 Điểm cộng lớn là phía sau nhà có ngõ thoáng vĩnh viễn, tạo không gian sống cực kỳ dễ chịu hiếm gặp trong khu vực.

📕 Sổ đỏ đẹp, pháp lý chuẩn.

☎️ Hiệu BĐS Thổ cư - ***

#bannhatuhiep #bannhathanhtri #nhadeptuhiep #nhadatthanhtri #muabannhathanhtri #bdsthocu #nhatrungtamthanhtri #nhadepoalways",165000000.0,6.6,small,5_10b
175831819,132173102,🌹Tôi Chính Chủ Bán Nhà giữa chợ Nghĩa Đô🍀,7980000000,33.0,Quận Cầu Giấy,Phường Nghĩa Đô,Hà Nội,Nhà ở,4.0,3 giờ trước,"Dự án: 
Thông tin chi tiết: 🌹TÔI CHÍNH CHỦ BÁN NHÀ : Nghĩa Đô( gần Hồ Tây).Giữa chợ Bái Ân. Ô tô đỗ cổng🚗
🏦Giá siêu yêu: 7,98 tỷ 
SDCC ,không quy hoạch ,xịn ,dân trí cao 
Dt 33m( trong đó 27m sổ+ sân) xây cả phần sân thành nhà
- Nhà KBT chắc chắn từng viên gạch 
4 tầng ,đầy đủ công năng
- Tầng 1 khách + bếp+ wc+ sân để xe 
-Tầng 2: 2 ngủ + wc ( cửa sổ thoáng sáng) 
-Tầng 3: 2 ngủ+ wc ( cửa sổ thoáng sáng) 
- Tầng 4 : 1 ngủ + phòng thờ+ sân trồng cây + phơi 
- Tầng 5: Tum ( trồng rau sạch) 
Ngôi nhà được xây rất tâm huyết ,gần trường ,giữa chợ,ngõ thoáng,gần Hồ Tây.
Đã mua biệt thự To nên bán bớt 🏦💵
☎️Liên hệ: ***",241818181.8181818,7.98,small,5_10b
175910110,132240047,PHÒNG 30m² RỘNG RÃI - NGÕ Ô TÔ ĐỖ CỬA - FULL ĐỒ - GIẢI PHÓNG,4300000,30.0,Quận Hoàng Mai,Phường Hoàng Liệt,Hà Nội,Phòng trọ,3.0,1 giờ trước,"PHÒNG 30m² RỘNG RÃI NGÕ Ô TÔ ĐỖ CỬA FULL ĐỒ GIẢI PHÓNG
1. Địa chỉ: Số 2 ngõ 1375 Giải Phóng, Hoàng Mai (Phòng 202 đúng như hình). Vị trí thuận tiện, gần các trường Bách Khoa Kinh Tế Xây Dựng, bến xe Nước Ngầm, di chuyển dễ dàng vào trung tâm.
2. Chi tiết:
- Phòng rộng khoảng 30m², khép kín, có ban công thoáng mát
- Nhà nằm trong ngõ ô tô đỗ tận cửa, đi lại cực kỳ thuận tiện
- Full nội thất chỉ cần mang đồ cá nhân vào ở
- Tòa nhà có thang máy, khóa vân tay, giờ giấc tự do
- Có sẵn gym và cafe ngay trong nhà, tiện sinh hoạt hằng ngày
3. Giá thuê:
- 4,3 triệu/tháng (hợp đồng 12 tháng)
- 4,5 triệu/tháng (hợp đồng 6 tháng)
4. Chi phí:
- Dịch vụ: 200K/người
- Nước: 100K/người
- Điện: 4K/kWh
- Wifi: 100K/phòng
Liên hệ xem phòng sớm, tặng 5 ngày ở free - Trung.",143333.33333333334,0.0043,very_small,under_1b
176060815,132369839,GIÁ RẺ ! CÓ SỔ HỒNG ! CHUNG CƯ E2 MỄ TRÌ_PHẠM HÙNG_NAM TỪ LIÊM,1700000000,52.0,Quận Nam Từ Liêm,Phường Mễ Trì,Hà Nội,Căn hộ/Chung cư,2.0,3 giờ trước,"Bán trực tiếp chung cư E2 Mễ Trì - Phạm Hùng - Nam Từ Liêm

Gần học viện Ngân Hàng, đại học Y, Kinh Tế Quốc Dân, Bách Khoa.

Hệ thống phòng cháy chữa cháy hiện đại, đạt tiêu chuẩn mới.

Thang thoát hiểm, lối thoát nạn đầy đủ.

Gần các trường cấp 1, cấp 2, cấp 3.

Thiết kế căn hộ ngủ sáng thoáng đẹp. Sổ hồng sở hữu vĩnh viễn.

Khách hàng không mất thêm bất kỳ chi phí nào khác. Pháp lý đầy đủ và đảm bảo theo quy định của pháp luật.

Liên hệ trực tiếp Trường chủ đầu tư xây dựng để mua nhà giá gốc ***Đã sao chép.

Add Zalo để nhận video căn hộ. (Lưu ý miễn môi giới trung gian).",32692307.692307692,1.7,small,1_3b
